id	name	category1	category2	category3	category4
6740	Tuba, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6741	Tuba, ortodontska	03 - Dentalna medicinska sredstva			
6742	Tubus za sukciju, kardiohirurgija	10 - Medicinska sredstva za jednokratnu upotrebu			
6743	Tubus za traheostomiju	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6744	Tubus za traheostomiju, bez balona	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6798	Udlaga za imobilizaciju pacijenta, set	11 - Tehnička sredstva za hendikepirana lica			
6746	Tubus za traheostomiju, sa i bez balona	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6747	Tubus za traheostomiju, set	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6748	Tubus, endobronhijalni	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6749	Tubus, endobronhijalni, set	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6750	Tubus, endobronhijalni, za izolaciju plućnog krila	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6751	Tubus, endobronhijalni, za izolaciju plućnog krila, set	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6752	Tubus, endotrahealni, bez balona	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6753	Tubus, endotrahealni, nazalni, bez balona	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6754	Tubus, endotrahealni, nazalni, sa balonom	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6755	Tubus, endotrahealni, nazalni, sa i bez balona	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6756	Tubus, endotrahealni, sa balonom	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6757	Tubus, endotrahealni, sa balonom i EMG elektrodama	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6758	Tubus, endotrahealni, sa i bez balona	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6759	Tubus, endotrahealni, za subglotičku aspiraciju	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6760	Tubus, ezofagealno-trahealni	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6761	Tubus, gastroezofagealni, sa balonom	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6762	Tubus, laringealni, za jednokratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6763	Tubus, laringealni, za višekratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6764	Tubus, mikrolaringealni	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6765	Tubus, nazofaringealni	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6766	Tubus, orofaringealni	10 - Medicinska sredstva za jednokratnu upotrebu	02 - Anestezijska i respiratorna medicinska sredstva		
6767	Tupfer od celuloze, nesterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6768	Tupfer od celuloze, nesterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6769	Tupfer od celuloze, sterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6770	Tupfer od celuloze, sterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6771	Tupfer od netkanog materijala, nesterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6772	Tupfer od netkanog materijala, nesterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6773	Tupfer od netkanog materijala, sterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6774	Tupfer od netkanog materijala, sterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6775	Tupfer, oftalmološki, sterilni	08 - Oftalmološka i optička medicinska sredstva			
6776	Tupfer, pamučni, nesterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6777	Tupfer, pamučni, nesterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6778	Tupfer, pamučni, sterilni	10 - Medicinska sredstva za jednokratnu upotrebu			
6779	Tupfer, pamučni, sterilni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6780	Turbina, dentalni nasadni instrument 	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6781	Turpija za kost, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6782	Turpija za kost, hirurški instrument, ortopedija sa traumatologijom	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6783	Turpija za kost, hirurški instrument, stomatologija	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6784	Turpija, hirurški instrument, artroskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6785	Turpija, hirurški instrument, grudna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6786	Turpija, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6787	Turpija, hirurški instrument, ortopedija sa traumatologijom	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6788	Turpija, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6789	Turpija, mašinska, endodontski instrument	03 - Dentalna medicinska sredstva			
6790	Turpija, nastavak za hiruršku konzolu	10 - Medicinska sredstva za jednokratnu upotrebu			
6791	Turpija, nastavak za hiruršku konzolu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6792	Turpija, periodontalni instrument	03 - Dentalna medicinska sredstva			
6793	Turpija, ručna, endodontski instrument	03 - Dentalna medicinska sredstva			
6794	Udarač, hirurški instrument, ORL	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6795	Udlaga za imobilizaciju glave i vrata	11 - Tehnička sredstva za hendikepirana lica			
6796	Udlaga za imobilizaciju pacijenta	11 - Tehnička sredstva za hendikepirana lica			
6797	Udlaga za imobilizaciju pacijenta, prsluk	11 - Tehnička sredstva za hendikepirana lica			
6799	Udlaga za imobilizaciju pacijenta, set	11 - Tehnička sredstva za hendikepirana lica			
6800	Udlaga za nos, spoljašnja, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6801	Udlaga za nos, unutrašnja	10 - Medicinska sredstva za jednokratnu upotrebu			
6802	Udlaga za nos, unutrašnja, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6803	Ulošci za inkontinenciju	10 - Medicinska sredstva za jednokratnu upotrebu			
6804	Ulošci za inkontinenciju, za muškarce	10 - Medicinska sredstva za jednokratnu upotrebu			
6805	Ulošci za inkontinenciju, za žene	10 - Medicinska sredstva za jednokratnu upotrebu			
6806	Uložak forcepsa, elektrohirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
6807	Uložak makaza, elektrohirurški instrument, laparoskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
6808	Uložak odvijača, hirurški instrument, maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6809	Uložak odvijača, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6810	Uložak za antidekubitnu prekrivku za dušek	11 - Tehnička sredstva za hendikepirana lica			
6811	Uložak za elektrohirurški instrument	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema
6812	Uložak za hirurški motor, neurohirurgija	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu		
6813	Uložak za koleno, protetska komponenta	11 - Tehnička sredstva za hendikepirana lica			
6814	Uložak za korekciju zagrižaja	03 - Dentalna medicinska sredstva			
6815	Uložak za patrljak, protetska komponenta	11 - Tehnička sredstva za hendikepirana lica			
6816	Uložak za petu za protetsko stopalo	11 - Tehnička sredstva za hendikepirana lica			
6817	Uložak za petu, ortopedski	11 - Tehnička sredstva za hendikepirana lica			
6818	Uložak za stopalo i petu, ortopedski	11 - Tehnička sredstva za hendikepirana lica			
6819	Uložak za stopalo, ortopedski	11 - Tehnička sredstva za hendikepirana lica			
6820	Uložak za stopalo, ortopedski, sa perforiranom petom	11 - Tehnička sredstva za hendikepirana lica			
6821	Uložak za stopalo, ortopedski, za nivelaciju kuka	11 - Tehnička sredstva za hendikepirana lica			
6822	Uložak za stopalo, tokom gipsane imobilizacije	11 - Tehnička sredstva za hendikepirana lica			
6823	Uložak za uklanjanje baterije medicinskog aparata	10 - Medicinska sredstva za jednokratnu upotrebu			
6824	Uložak, izmenjivač vlage i toplote, za traheostomu	10 - Medicinska sredstva za jednokratnu upotrebu			
6825	Uložak, izmenjivač vlage i toplote, za traheostomu, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6826	Uložak, protetska komponenta	11 - Tehnička sredstva za hendikepirana lica			
6827	Umetač hirurškog instrumenta, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6828	Umetač implanta, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6829	Umetač implanta, hirurški instrument, stomatologija	03 - Dentalna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu	
6830	Umetač implanta, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6831	Umetač probe implanta, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6832	Umetak burgije, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6833	Umetak senzora protoka vantelesnog krvotoka, sa heparinom	10 - Medicinska sredstva za jednokratnu upotrebu			
6834	Umetak vodiča, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6835	Umetak za dentalni implant	03 - Dentalna medicinska sredstva			
6836	Umetak za nosač tubusa, hirurški instrument, kardiovaskularna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6837	Umetak za patrljak, protetska komponenta	11 - Tehnička sredstva za hendikepirana lica			
6838	Umetak, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6839	Upravljač za intravaskularnu ultrazvučnu dijagnostiku, set	05 - Bolnička, aparaturna oprema			
6840	Uređaj za bušenje, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6841	Uređaj za bušenje, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6842	Uređaj za ispiranje hirurških instrumenata	09 - Instrumenti za višekratnu upotrebu			
6843	Uređaj za naduvavanje balon dilatacionog katetera	10 - Medicinska sredstva za jednokratnu upotrebu			
6844	Uređaj za odvajanje intrakranijalnog stenta	10 - Medicinska sredstva za jednokratnu upotrebu			
6845	Uređaj za odvajanje spirale za embolizaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
6846	Uređaj za otpuštanje odvojivih spirala za embolizaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
6847	Uređaj za praćenje reanimacije pacijenta	04 - Elektro-mehanička medicinska sredstva			
6848	Ureterorenoskop	09 - Instrumenti za višekratnu upotrebu	05 - Bolnička, aparaturna oprema	10 - Medicinska sredstva za jednokratnu upotrebu	
6849	Ureteroskop	09 - Instrumenti za višekratnu upotrebu	05 - Bolnička, aparaturna oprema	10 - Medicinska sredstva za jednokratnu upotrebu	
6850	Uretroskop	09 - Instrumenti za višekratnu upotrebu	05 - Bolnička, aparaturna oprema	10 - Medicinska sredstva za jednokratnu upotrebu	
6904	Uvodnik, femoralni, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6851	Ureznica, hirurški instrument, kranio-maksilofacijalna hirurgija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6852	Ureznica, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6853	Ureznica, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6854	Usisnik, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6855	Usmeravač klina, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6856	Usmeravač zavrtnja, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6857	Usmeravač, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6858	Usnik za endoskopiju	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu		
6859	Usnik za spirometriju	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu		
6860	Usnik za terapiju disajnih puteva	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6861	Utičnica odvijača, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6862	Uvijena pločica, komponenta spoljnjeg fiksatora	09 - Instrumenti za višekratnu upotrebu			
6863	Uvodnik elektrode za elektrohirurgiju	09 - Instrumenti za višekratnu upotrebu	10 - Medicinska sredstva za jednokratnu upotrebu	04 - Elektro-mehanička medicinska sredstva	
6864	Uvodnik elektrode za radiofrekventnu ablaciju	10 - Medicinska sredstva za jednokratnu upotrebu			
6865	Uvodnik implanta, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6866	Uvodnik kabla, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6867	Uvodnik kabla, hirurški instrument, traumatologija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6868	Uvodnik katetera	10 - Medicinska sredstva za jednokratnu upotrebu			
6869	Uvodnik katetera, nevaskularni	01 - Aktivna implantabilna medicinska sredstva	10 - Medicinska sredstva za jednokratnu upotrebu		
6870	Uvodnik katetera, set	10 - Medicinska sredstva za jednokratnu upotrebu			
6871	Uvodnik katetera, vaskularni	10 - Medicinska sredstva za jednokratnu upotrebu			
6872	Uvodnik konca, hirurški instrument, artroskopija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6873	Uvodnik konca, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6874	Uvodnik navlake šrafa, hirurški instrument, ortopedija	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
6875	Uvodnik neuroendoskopa	10 - Medicinska sredstva za jednokratnu upotrebu	09 - Instrumenti za višekratnu upotrebu		
